acoustic_data,time_to_failure
8,1.4244972266
10,1.4244972255
8,1.4244972244
6,1.4244972233
11,1.4244972222
2,1.4244972211
1,1.42449722
6,1.4244972189
4,1.4244972178
9,1.4244972167
10,1.4244972156
3,1.4244972145
4,1.4244972134
5,1.4244972123
9,1.4244972112
3,1.4244972101
1,1.424497209
6,1.4244972079
7,1.4244972068
5,1.4244972057
3,1.4244972046
7,1.4244972035
4,1.4244972024
4,1.4244972013
3,1.4244972002
4,1.4244971991
2,1.424497198
4,1.4244971969
1,1.4244971958
5,1.4244971947
6,1.4244971936
7,1.4244971925
7,1.4244971914
5,1.4244971903
5,1.4244971892
7,1.4244971881
4,1.424497187
4,1.4244971859
4,1.4244971848
6,1.4244971837
5,1.4244971826
0,1.4244971815
3,1.4244971804
3,1.4244971793
6,1.4244971782
1,1.4244971771
-1,1.424497176
5,1.4244971749
8,1.4244971738
9,1.4244971727
2,1.4244971716
1,1.4244971705
2,1.4244971694
3,1.4244971683
7,1.4244971672
9,1.4244971661
8,1.424497165
9,1.4244971639
6,1.4244971628
9,1.4244971617
10,1.4244971606
11,1.4244971595
6,1.4244971584
1,1.4244971573
6,1.4244971562
5,1.4244971551
3,1.424497154
5,1.4244971529
3,1.4244971518
4,1.4244971507
1,1.4244971496
3,1.4244971485
5,1.4244971474
5,1.4244971463
7,1.4244971452
2,1.4244971441
3,1.424497143
-4,1.4244971419
-2,1.4244971408
1,1.4244971397
6,1.4244971386
8,1.4244971375
5,1.4244971364
6,1.4244971353
3,1.4244971342
4,1.4244971331
4,1.424497132
5,1.4244971309
2,1.4244971298
2,1.4244971287
4,1.4244971276
6,1.4244971265
7,1.4244971254
6,1.4244971243
8,1.4244971232
9,1.4244971221
4,1.424497121
6,1.4244971199
8,1.4244971188
7,1.4244971177
7,1.4244971166
6,1.4244971155
8,1.4244971144
5,1.4244971133
10,1.4244971122
9,1.4244971111
9,1.42449711
9,1.4244971089
6,1.4244971078
7,1.4244971067
4,1.4244971056
2,1.4244971045
4,1.4244971034
1,1.4244971023
-3,1.4244971012
5,1.4244971001
3,1.424497099
3,1.4244970979
0,1.4244970968
-2,1.4244970957
1,1.4244970946
9,1.4244970935
10,1.4244970924
14,1.4244970913
11,1.4244970902
11,1.4244970891
5,1.424497088
5,1.4244970869
5,1.4244970858
8,1.4244970847
9,1.4244970836
8,1.4244970825
8,1.4244970814
6,1.4244970803
4,1.4244970792
-2,1.4244970781
6,1.424497077
8,1.4244970759
5,1.4244970748
2,1.4244970737
-4,1.4244970726
-4,1.4244970715
2,1.4244970704
5,1.4244970693
9,1.4244970682
5,1.4244970671
4,1.424497066
3,1.4244970649
6,1.4244970638
6,1.4244970627
7,1.4244970616
9,1.4244970605
6,1.4244970594
4,1.4244970583
5,1.4244970572
9,1.4244970561
6,1.424497055
6,1.4244970539
7,1.4244970528
4,1.4244970517
4,1.4244970506
0,1.4244970495
2,1.4244970484
0,1.4244970473
0,1.4244970462
-1,1.4244970451
6,1.424497044
0,1.4244970429
3,1.4244970418
7,1.4244970407
9,1.4244970396
6,1.4244970385
6,1.4244970374
10,1.4244970363
6,1.4244970352
5,1.4244970341
4,1.424497033
-4,1.4244970319
2,1.4244970308
3,1.4244970297
2,1.4244970286
6,1.4244970275
1,1.4244970264
6,1.4244970253
6,1.4244970242
4,1.4244970231
3,1.424497022
10,1.4244970209
7,1.4244970198
9,1.4244970187
11,1.4244970176
6,1.4244970165
5,1.4244970154
0,1.4244970143
1,1.4244970132
0,1.4244970121
0,1.424497011
5,1.4244970099
6,1.4244970088
5,1.4244970077
2,1.4244970066
9,1.4244970055
6,1.4244970044
5,1.4244970033
7,1.4244970022
5,1.4244970011
3,1.424497
9,1.4244969989
6,1.4244969978
6,1.4244969967
3,1.4244969956
2,1.4244969945
5,1.4244969934
3,1.4244969923
6,1.4244969912
8,1.4244969901
4,1.424496989
3,1.4244969879
4,1.4244969868
1,1.4244969857
5,1.4244969846
5,1.4244969835
6,1.4244969824
5,1.4244969813
7,1.4244969802
1,1.4244969791
2,1.424496978
5,1.4244969769
7,1.4244969758
4,1.4244969747
-2,1.4244969736
-4,1.4244969725
0,1.4244969714
1,1.4244969703
0,1.4244969692
4,1.4244969681
5,1.424496967
10,1.4244969659
4,1.4244969648
4,1.4244969637
7,1.4244969626
5,1.4244969615
1,1.4244969604
4,1.4244969593
2,1.4244969582
4,1.4244969571
4,1.424496956
4,1.4244969549
4,1.4244969538
2,1.4244969527
2,1.4244969516
2,1.4244969505
2,1.4244969494
7,1.4244969483
-1,1.4244969472
2,1.4244969461
9,1.424496945
7,1.4244969439
7,1.4244969428
8,1.4244969417
4,1.4244969406
4,1.4244969395
0,1.4244969384
1,1.4244969373
5,1.4244969362
7,1.4244969351
3,1.424496934
2,1.4244969329
1,1.4244969318
2,1.4244969307
3,1.4244969296
5,1.4244969285
1,1.4244969274
2,1.4244969263
2,1.4244969252
7,1.4244969241
4,1.424496923
3,1.4244969219
8,1.4244969208
8,1.4244969197
7,1.4244969186
0,1.4244969175
1,1.4244969164
1,1.4244969153
3,1.4244969142
3,1.4244969131
5,1.424496912
4,1.4244969109
4,1.4244969098
2,1.4244969087
5,1.4244969076
6,1.4244969065
4,1.4244969054
3,1.4244969043
1,1.4244969032
7,1.4244969021
5,1.424496901
4,1.4244968999
6,1.4244968988
10,1.4244968977
6,1.4244968966
6,1.4244968955
9,1.4244968944
7,1.4244968933
9,1.4244968922
10,1.4244968911
7,1.42449689
4,1.4244968889
4,1.4244968878
3,1.4244968867
0,1.4244968856
2,1.4244968845
4,1.4244968834
6,1.4244968823
6,1.4244968812
8,1.4244968801
3,1.424496879
3,1.4244968779
1,1.4244968768
5,1.4244968757
3,1.4244968746
10,1.4244968735
5,1.4244968724
3,1.4244968713
3,1.4244968702
3,1.4244968691
4,1.424496868
2,1.4244968669
1,1.4244968658
0,1.4244968647
1,1.4244968636
5,1.4244968625
6,1.4244968614
5,1.4244968603
3,1.4244968592
1,1.4244968581
6,1.424496857
1,1.4244968559
4,1.4244968548
6,1.4244968537
7,1.4244968526
0,1.4244968515
0,1.4244968504
2,1.4244968493
3,1.4244968482
6,1.4244968471
9,1.424496846
5,1.4244968449
5,1.4244968438
5,1.4244968427
3,1.4244968416
5,1.4244968405
7,1.4244968394
6,1.4244968383
6,1.4244968372
4,1.4244968361
3,1.424496835
7,1.4244968339
7,1.4244968328
1,1.4244968317
2,1.4244968306
5,1.4244968295
5,1.4244968284
6,1.4244968273
10,1.4244968262
9,1.4244968251
6,1.424496824
10,1.4244968229
2,1.4244968218
10,1.4244968207
5,1.4244968196
2,1.4244968185
0,1.4244968174
2,1.4244968163
8,1.4244968152
4,1.4244968141
1,1.424496813
2,1.4244968119
2,1.4244968108
-1,1.4244968097
3,1.4244968086
7,1.4244968075
3,1.4244968064
8,1.4244968053
4,1.4244968042
6,1.4244968031
5,1.424496802
2,1.4244968009
2,1.4244967998
3,1.4244967987
8,1.4244967976
6,1.4244967965
8,1.4244967954
7,1.4244967943
3,1.4244967932
2,1.4244967921
5,1.424496791
2,1.4244967899
2,1.4244967888
4,1.4244967877
4,1.4244967866
4,1.4244967855
8,1.4244967844
5,1.4244967833
6,1.4244967822
1,1.4244967811
-2,1.42449678
0,1.4244967789
2,1.4244967778
0,1.4244967767
1,1.4244967756
3,1.4244967745
3,1.4244967734
3,1.4244967723
2,1.4244967712
4,1.4244967701
10,1.424496769
11,1.4244967679
9,1.4244967668
7,1.4244967657
6,1.4244967646
4,1.4244967635
6,1.4244967624
3,1.4244967613
5,1.4244967602
10,1.4244967591
6,1.424496758
1,1.4244967569
5,1.4244967558
7,1.4244967547
3,1.4244967536
7,1.4244967525
5,1.4244967514
2,1.4244967503
5,1.4244967492
4,1.4244967481
-1,1.424496747
5,1.4244967459
2,1.4244967448
3,1.4244967437
2,1.4244967426
5,1.4244967415
8,1.4244967404
10,1.4244967393
8,1.4244967382
5,1.4244967371
2,1.424496736
6,1.4244967349
3,1.4244967338
5,1.4244967327
5,1.4244967316
-1,1.4244967305
0,1.4244967294
6,1.4244967283
2,1.4244967272
2,1.4244967261
5,1.424496725
3,1.4244967239
4,1.4244967228
9,1.4244967217
8,1.4244967206
3,1.4244967195
4,1.4244967184
7,1.4244967173
4,1.4244967162
8,1.4244967151
5,1.424496714
7,1.4244967129
10,1.4244967118
8,1.4244967107
10,1.4244967096
5,1.4244967085
11,1.4244967074
7,1.4244967063
2,1.4244967052
7,1.4244967041
3,1.424496703
1,1.4244967019
0,1.4244967008
2,1.4244966997
5,1.4244966986
2,1.4244966975
6,1.4244966964
9,1.4244966953
8,1.4244966942
9,1.4244966931
8,1.424496692
10,1.4244966909
4,1.4244966898
8,1.4244966887
10,1.4244966876
10,1.4244966865
7,1.4244966854
2,1.4244966843
-1,1.4244966832
0,1.4244966821
-1,1.424496681
3,1.4244966799
9,1.4244966788
5,1.4244966777
3,1.4244966766
8,1.4244966755
3,1.4244966744
6,1.4244966733
2,1.4244966722
-2,1.4244966711
0,1.42449667
-2,1.4244966689
2,1.4244966678
0,1.4244966667
4,1.4244966656
6,1.4244966645
9,1.4244966634
7,1.4244966623
7,1.4244966612
2,1.4244966601
3,1.424496659
5,1.4244966579
5,1.4244966568
7,1.4244966557
4,1.4244966546
8,1.4244966535
3,1.4244966524
6,1.4244966513
7,1.4244966502
4,1.4244966491
3,1.424496648
-2,1.4244966469
1,1.4244966458
1,1.4244966447
6,1.4244966436
8,1.4244966425
5,1.4244966414
4,1.4244966403
5,1.4244966392
2,1.4244966381
3,1.424496637
2,1.4244966359
5,1.4244966348
4,1.4244966337
3,1.4244966326
5,1.4244966315
10,1.4244966304
8,1.4244966293
5,1.4244966282
4,1.4244966271
3,1.424496626
2,1.4244966249
2,1.4244966238
1,1.4244966227
4,1.4244966216
7,1.4244966205
2,1.4244966194
-1,1.4244966183
3,1.4244966172
7,1.4244966161
0,1.424496615
4,1.4244966139
8,1.4244966128
8,1.4244966117
4,1.4244966106
4,1.4244966095
1,1.4244966084
0,1.4244966073
7,1.4244966062
7,1.4244966051
10,1.424496604
10,1.4244966029
4,1.4244966018
1,1.4244966007
3,1.4244965996
3,1.4244965985
1,1.4244965974
2,1.4244965963
2,1.4244965952
1,1.4244965941
3,1.424496593
2,1.4244965919
4,1.4244965908
12,1.4244965897
11,1.4244965886
10,1.4244965875
10,1.4244965864
6,1.4244965853
4,1.4244965842
2,1.4244965831
4,1.424496582
2,1.4244965809
5,1.4244965798
9,1.4244965787
6,1.4244965776
5,1.4244965765
2,1.4244965754
-1,1.4244965743
-1,1.4244965732
1,1.4244965721
5,1.424496571
6,1.4244965699
9,1.4244965688
9,1.4244965677
5,1.4244965666
5,1.4244965655
5,1.4244965644
2,1.4244965633
0,1.4244965622
7,1.4244965611
6,1.42449656
6,1.4244965589
5,1.4244965578
3,1.4244965567
3,1.4244965556
1,1.4244965545
4,1.4244965534
4,1.4244965523
11,1.4244965512
8,1.4244965501
4,1.424496549
0,1.4244965479
3,1.4244965468
6,1.4244965457
3,1.4244965446
1,1.4244965435
1,1.4244965424
5,1.4244965413
4,1.4244965402
5,1.4244965391
7,1.424496538
2,1.4244965369
4,1.4244965358
3,1.4244965347
1,1.4244965336
3,1.4244965325
5,1.4244965314
7,1.4244965303
5,1.4244965292
2,1.4244965281
8,1.424496527
6,1.4244965259
3,1.4244965248
0,1.4244965237
-4,1.4244965226
-3,1.4244965215
-1,1.4244965204
7,1.4244965193
7,1.4244965182
5,1.4244965171
11,1.424496516
8,1.4244965149
5,1.4244965138
6,1.4244965127
4,1.4244965116
5,1.4244965105
5,1.4244965094
6,1.4244965083
3,1.4244965072
6,1.4244965061
7,1.424496505
7,1.4244965039
6,1.4244965028
7,1.4244965017
2,1.4244965006
2,1.4244964995
1,1.4244964984
2,1.4244964973
5,1.4244964962
6,1.4244964951
1,1.424496494
8,1.4244964929
6,1.4244964918
5,1.4244964907
4,1.4244964896
2,1.4244964885
2,1.4244964874
4,1.4244964863
3,1.4244964852
3,1.4244964841
3,1.424496483
6,1.4244964819
4,1.4244964808
5,1.4244964797
7,1.4244964786
7,1.4244964775
6,1.4244964764
8,1.4244964753
10,1.4244964742
8,1.4244964731
4,1.424496472
7,1.4244964709
6,1.4244964698
5,1.4244964687
5,1.4244964676
3,1.4244964665
6,1.4244964654
7,1.4244964643
9,1.4244964632
9,1.4244964621
8,1.424496461
7,1.4244964599
9,1.4244964588
11,1.4244964577
12,1.4244964566
8,1.4244964555
5,1.4244964544
5,1.4244964533
3,1.4244964522
3,1.4244964511
6,1.42449645
8,1.4244964489
4,1.4244964478
5,1.4244964467
5,1.4244964456
4,1.4244964445
5,1.4244964434
5,1.4244964423
6,1.4244964412
4,1.4244964401
2,1.424496439
-3,1.4244964379
0,1.4244964368
8,1.4244964357
8,1.4244964346
6,1.4244964335
5,1.4244964324
2,1.4244964313
0,1.4244964302
5,1.4244964291
6,1.424496428
1,1.4244964269
4,1.4244964258
2,1.4244964247
-3,1.4244964236
-1,1.4244964225
4,1.4244964214
3,1.4244964203
3,1.4244964192
3,1.4244964181
3,1.424496417
9,1.4244964159
6,1.4244964148
2,1.4244964137
5,1.4244964126
9,1.4244964115
5,1.4244964104
3,1.4244964093
8,1.4244964082
12,1.4244964071
9,1.424496406
2,1.4244964049
6,1.4244964038
5,1.4244964027
0,1.4244964016
2,1.4244964005
5,1.4244963994
4,1.4244963983
0,1.4244963972
2,1.4244963961
3,1.424496395
2,1.4244963939
11,1.4244963928
8,1.4244963917
6,1.4244963906
8,1.4244963895
7,1.4244963884
2,1.4244963873
4,1.4244963862
-1,1.4244963851
1,1.424496384
7,1.4244963829
1,1.4244963818
-1,1.4244963807
2,1.4244963796
0,1.4244963785
3,1.4244963774
5,1.4244963763
4,1.4244963752
4,1.4244963741
4,1.424496373
4,1.4244963719
1,1.4244963708
5,1.4244963697
3,1.4244963686
1,1.4244963675
5,1.4244963664
7,1.4244963653
7,1.4244963642
4,1.4244963631
6,1.424496362
7,1.4244963609
5,1.4244963598
7,1.4244963587
15,1.4244963576
6,1.4244963565
1,1.4244963554
5,1.4244963543
-2,1.4244963532
3,1.4244963521
3,1.424496351
3,1.4244963499
6,1.4244963488
7,1.4244963477
7,1.4244963466
7,1.4244963455
7,1.4244963444
5,1.4244963433
1,1.4244963422
2,1.4244963411
4,1.42449634
4,1.4244963389
6,1.4244963378
4,1.4244963367
2,1.4244963356
3,1.4244963345
-2,1.4244963334
2,1.4244963323
3,1.4244963312
2,1.4244963301
4,1.424496329
5,1.4244963279
7,1.4244963268
9,1.4244963257
9,1.4244963246
6,1.4244963235
-1,1.4244963224
1,1.4244963213
6,1.4244963202
8,1.4244963191
6,1.424496318
4,1.4244963169
3,1.4244963158
2,1.4244963147
6,1.4244963136
5,1.4244963125
8,1.4244963114
7,1.4244963103
4,1.4244963092
6,1.4244963081
7,1.424496307
3,1.4244963059
2,1.4244963048
6,1.4244963037
6,1.4244963026
3,1.4244963015
4,1.4244963004
6,1.4244962993
10,1.4244962982
5,1.4244962971
2,1.424496296
1,1.4244962949
6,1.4244962938
3,1.4244962927
1,1.4244962916
5,1.4244962905
6,1.4244962894
1,1.4244962883
4,1.4244962872
7,1.4244962861
1,1.424496285
-1,1.4244962839
5,1.4244962828
9,1.4244962817
5,1.4244962806
10,1.4244962795
11,1.4244962784
11,1.4244962773
13,1.4244962762
8,1.4244962751
3,1.424496274
4,1.4244962729
6,1.4244962718
4,1.4244962707
5,1.4244962696
3,1.4244962685
4,1.4244962674
3,1.4244962663
6,1.4244962652
6,1.4244962641
7,1.424496263
7,1.4244962619
7,1.4244962608
6,1.4244962597
2,1.4244962586
2,1.4244962575
4,1.4244962564
2,1.4244962553
-3,1.4244962542
-1,1.4244962531
7,1.424496252
7,1.4244962509
6,1.4244962498
5,1.4244962487
5,1.4244962476
5,1.4244962465
5,1.4244962454
8,1.4244962443
6,1.4244962432
2,1.4244962421
1,1.424496241
0,1.4244962399
3,1.4244962388
4,1.4244962377
4,1.4244962366
4,1.4244962355
10,1.4244962344
12,1.4244962333
6,1.4244962322
10,1.4244962311
12,1.42449623
8,1.4244962289
3,1.4244962278
6,1.4244962267
5,1.4244962256
4,1.4244962245
0,1.4244962234
3,1.4244962223
3,1.4244962212
6,1.4244962201
9,1.424496219
12,1.4244962179
6,1.4244962168
9,1.4244962157
4,1.4244962146
4,1.4244962135
3,1.4244962124
-1,1.4244962113
2,1.4244962102
3,1.4244962091
-2,1.424496208
2,1.4244962069
5,1.4244962058
7,1.4244962047
9,1.4244962036
10,1.4244962025
13,1.4244962014
12,1.4244962003
5,1.4244961992
3,1.4244961981
6,1.424496197
8,1.4244961959
2,1.4244961948
5,1.4244961937
8,1.4244961926
-2,1.4244961915
2,1.4244961904
-1,1.4244961893
1,1.4244961882
2,1.4244961871
7,1.424496186
1,1.4244961849
4,1.4244961838
4,1.4244961827
4,1.4244961816
8,1.4244961805
6,1.4244961794
4,1.4244961783
3,1.4244961772
9,1.4244961761
7,1.424496175
7,1.4244961739
7,1.4244961728
11,1.4244961717
13,1.4244961706
10,1.4244961695
6,1.4244961684
6,1.4244961673
5,1.4244961662
5,1.4244961651
2,1.424496164
-2,1.4244961629
-4,1.4244961618
-3,1.4244961607
3,1.4244961596
1,1.4244961585
7,1.4244961574
7,1.4244961563
7,1.4244961552
9,1.4244961541
16,1.424496153
16,1.4244961519
13,1.4244961508
8,1.4244961497
4,1.4244961486
8,1.4244961475
8,1.4244961464
4,1.4244961453
7,1.4244961442
1,1.4244961431
-3,1.424496142
-1,1.4244961409
1,1.4244961398
-3,1.4244961387
3,1.4244961376
1,1.4244961365
-1,1.4244961354
5,1.4244961343
6,1.4244961332
7,1.4244961321
9,1.424496131
11,1.4244961299
6,1.4244961288
8,1.4244961277
9,1.4244961266
7,1.4244961255
4,1.4244961244
3,1.4244961233
4,1.4244961222
-1,1.4244961211
3,1.42449612
1,1.4244961189
2,1.4244961178
3,1.4244961167
5,1.4244961156
7,1.4244961145
5,1.4244961134
4,1.4244961123
6,1.4244961112
7,1.4244961101
9,1.424496109
3,1.4244961079
-1,1.4244961068
3,1.4244961057
1,1.4244961046
7,1.4244961035
9,1.4244961024
2,1.4244961013
3,1.4244961002
10,1.4244960991
9,1.424496098
9,1.4244960969
9,1.4244960958
1,1.4244960947
5,1.4244960936
8,1.4244960925
3,1.4244960914
2,1.4244960903
1,1.4244960892
4,1.4244960881
4,1.424496087
4,1.4244960859
5,1.4244960848
10,1.4244960837
11,1.4244960826
8,1.4244960815
6,1.4244960804
7,1.4244960793
4,1.4244960782
5,1.4244960771
2,1.424496076
0,1.4244960749
2,1.4244960738
2,1.4244960727
5,1.4244960716
1,1.4244960705
2,1.4244960694
5,1.4244960683
7,1.4244960672
8,1.4244960661
7,1.424496065
12,1.4244960639
11,1.4244960628
11,1.4244960617
6,1.4244960606
6,1.4244960595
4,1.4244960584
0,1.4244960573
7,1.4244960562
1,1.4244960551
1,1.424496054
3,1.4244960529
3,1.4244960518
2,1.4244960507
1,1.4244960496
-1,1.4244960485
7,1.4244960474
8,1.4244960463
5,1.4244960452
4,1.4244960441
9,1.424496043
8,1.4244960419
9,1.4244960408
0,1.4244960397
-2,1.4244960386
0,1.4244960375
2,1.4244960364
2,1.4244960353
7,1.4244960342
9,1.4244960331
10,1.424496032
11,1.4244960309
13,1.4244960298
10,1.4244960287
6,1.4244960276
6,1.4244960265
4,1.4244960254
0,1.4244960243
0,1.4244960232
3,1.4244960221
0,1.424496021
-1,1.4244960199
0,1.4244960188
6,1.4244960177
6,1.4244960166
7,1.4244960155
5,1.4244960144
6,1.4244960133
13,1.4244960122
7,1.4244960111
6,1.42449601
12,1.4244960089
8,1.4244960078
5,1.4244960067
3,1.4244960056
-1,1.4244960045
1,1.4244960034
0,1.4244960023
2,1.4244960012
0,1.4244960001
0,1.424495999
0,1.4244959979
3,1.4244959968
7,1.4244959957
8,1.4244959946
9,1.4244959935
8,1.4244959924
4,1.4244959913
10,1.4244959902
12,1.4244959891
4,1.424495988
1,1.4244959869
8,1.4244959858
10,1.4244959847
4,1.4244959836
-1,1.4244959825
1,1.4244959814
0,1.4244959803
1,1.4244959792
3,1.4244959781
6,1.424495977
6,1.4244959759
8,1.4244959748
9,1.4244959737
11,1.4244959726
13,1.4244959715
10,1.4244959704
7,1.4244959693
3,1.4244959682
6,1.4244959671
7,1.424495966
6,1.4244959649
2,1.4244959638
1,1.4244959627
-3,1.4244959616
0,1.4244959605
4,1.4244959594
0,1.4244959583
1,1.4244959572
5,1.4244959561
12,1.424495955
9,1.4244959539
9,1.4244959528
11,1.4244959517
12,1.4244959506
10,1.4244959495
5,1.4244959484
2,1.4244959473
3,1.4244959462
1,1.4244959451
1,1.424495944
-1,1.4244959429
2,1.4244959418
6,1.4244959407
5,1.4244959396
10,1.4244959385
8,1.4244959374
9,1.4244959363
11,1.4244959352
6,1.4244959341
9,1.424495933
6,1.4244959319
4,1.4244959308
2,1.4244959297
3,1.4244959286
3,1.4244959275
-2,1.4244959264
1,1.4244959253
7,1.4244959242
4,1.4244959231
5,1.424495922
5,1.4244959209
4,1.4244959198
6,1.4244959187
8,1.4244959176
11,1.4244959165
7,1.4244959154
6,1.4244959143
5,1.4244959132
4,1.4244959121
3,1.424495911
3,1.4244959099
2,1.4244959088
-3,1.4244959077
1,1.4244959066
1,1.4244959055
2,1.4244959044
4,1.4244959033
9,1.4244959022
8,1.4244959011
4,1.4244959
7,1.4244958989
6,1.4244958978
6,1.4244958967
7,1.4244958956
5,1.4244958945
7,1.4244958934
2,1.4244958923
3,1.4244958912
4,1.4244958901
4,1.424495889
5,1.4244958879
4,1.4244958868
0,1.4244958857
0,1.4244958846
8,1.4244958835
9,1.4244958824
10,1.4244958813
9,1.4244958802
0,1.4244958791
3,1.424495878
-2,1.4244958769
1,1.4244958758
-4,1.4244958747
-7,1.4244958736
2,1.4244958725
0,1.4244958714
12,1.4244958703
9,1.4244958692
11,1.4244958681
5,1.424495867
8,1.4244958659
14,1.4244958648
8,1.4244958637
7,1.4244958626
3,1.4244958615
5,1.4244958604
5,1.4244958593
5,1.4244958582
6,1.4244958571
2,1.424495856
1,1.4244958549
4,1.4244958538
0,1.4244958527
-1,1.4244958516
-2,1.4244958505
-3,1.4244958494
3,1.4244958483
5,1.4244958472
9,1.4244958461
12,1.424495845
9,1.4244958439
10,1.4244958428
9,1.4244958417
9,1.4244958406
7,1.4244958395
2,1.4244958384
1,1.4244958373
4,1.4244958362
3,1.4244958351
1,1.424495834
4,1.4244958329
5,1.4244958318
-2,1.4244958307
-5,1.4244958296
-3,1.4244958285
6,1.4244958274
4,1.4244958263
7,1.4244958252
12,1.4244958241
11,1.424495823
7,1.4244958219
9,1.4244958208
10,1.4244958197
9,1.4244958186
6,1.4244958175
6,1.4244958164
1,1.4244958153
3,1.4244958142
-2,1.4244958131
0,1.424495812
0,1.4244958109
1,1.4244958098
1,1.4244958087
4,1.4244958076
6,1.4244958065
13,1.4244958054
16,1.4244958043
10,1.4244958032
6,1.4244958021
5,1.424495801
8,1.4244957999
3,1.4244957988
9,1.4244957977
5,1.4244957966
1,1.4244957955
-2,1.4244957944
-5,1.4244957933
-8,1.4244957922
0,1.4244957911
7,1.42449579
5,1.4244957889
8,1.4244957878
14,1.4244957867
12,1.4244957856
16,1.4244957845
15,1.4244957834
9,1.4244957823
5,1.4244957812
-1,1.4244957801
-2,1.424495779
-2,1.4244957779
-2,1.4244957768
-8,1.4244957757
-1,1.4244957746
-4,1.4244957735
1,1.4244957724
2,1.4244957713
6,1.4244957702
7,1.4244957691
12,1.424495768
13,1.4244957669
7,1.4244957658
2,1.4244957647
2,1.4244957636
6,1.4244957625
9,1.4244957614
4,1.4244957603
1,1.4244957592
-4,1.4244957581
-5,1.424495757
1,1.4244957559
3,1.4244957548
6,1.4244957537
9,1.4244957526
12,1.4244957515
13,1.4244957504
9,1.4244957493
9,1.4244957482
7,1.4244957471
1,1.424495746
-1,1.4244957449
-2,1.4244957438
-1,1.4244957427
-3,1.4244957416
-3,1.4244957405
-1,1.4244957394
5,1.4244957383
10,1.4244957372
7,1.4244957361
13,1.424495735
14,1.4244957339
11,1.4244957328
10,1.4244957317
10,1.4244957306
7,1.4244957295
1,1.4244957284
0,1.4244957273
-4,1.4244957262
-5,1.4244957251
-3,1.424495724
-4,1.4244957229
-2,1.4244957218
-3,1.4244957207
2,1.4244957196
11,1.4244957185
17,1.4244957174
15,1.4244957163
10,1.4244957152
9,1.4244957141
7,1.424495713
2,1.4244957119
5,1.4244957108
8,1.4244957097
4,1.4244957086
0,1.4244957075
1,1.4244957064
4,1.4244957053
-1,1.4244957042
-1,1.4244957031
3,1.424495702
3,1.4244957009
4,1.4244956998
9,1.4244956987
5,1.4244956976
11,1.4244956965
12,1.4244956954
2,1.4244956943
4,1.4244956932
4,1.4244956921
2,1.424495691
2,1.4244956899
0,1.4244956888
2,1.4244956877
-2,1.4244956866
-3,1.4244956855
7,1.4244956844
11,1.4244956833
12,1.4244956822
9,1.4244956811
10,1.42449568
10,1.4244956789
7,1.4244956778
4,1.4244956767
0,1.4244956756
1,1.4244956745
3,1.4244956734
3,1.4244956723
-1,1.4244956712
0,1.4244956701
1,1.424495669
7,1.4244956679
6,1.4244956668
7,1.4244956657
7,1.4244956646
7,1.4244956635
7,1.4244956624
5,1.4244956613
9,1.4244956602
8,1.4244956591
6,1.424495658
4,1.4244956569
-1,1.4244956558
-4,1.4244956547
-2,1.4244956536
0,1.4244956525
-1,1.4244956514
-4,1.4244956503
6,1.4244956492
8,1.4244956481
10,1.424495647
12,1.4244956459
9,1.4244956448
5,1.4244956437
5,1.4244956426
3,1.4244956415
6,1.4244956404
4,1.4244956393
0,1.4244956382
0,1.4244956371
2,1.424495636
1,1.4244956349
3,1.4244956338
1,1.4244956327
1,1.4244956316
6,1.4244956305
8,1.4244956294
6,1.4244956283
7,1.4244956272
8,1.4244956261
6,1.424495625
1,1.4244956239
5,1.4244956228
4,1.4244956217
0,1.4244956206
-2,1.4244956195
2,1.4244956184
-1,1.4244956173
2,1.4244956162
6,1.4244956151
6,1.424495614
6,1.4244956129
5,1.4244956118
8,1.4244956107
7,1.4244956096
8,1.4244956085
8,1.4244956074
6,1.4244956063
1,1.4244956052
2,1.4244956041
1,1.424495603
1,1.4244956019
1,1.4244956008
0,1.4244955997
1,1.4244955986
3,1.4244955975
11,1.4244955964
7,1.4244955953
3,1.4244955942
4,1.4244955931
9,1.424495592
6,1.4244955909
6,1.4244955898
6,1.4244955887
4,1.4244955876
0,1.4244955865
3,1.4244955854
2,1.4244955843
1,1.4244955832
1,1.4244955821
3,1.424495581
2,1.4244955799
2,1.4244955788
7,1.4244955777
9,1.4244955766
9,1.4244955755
8,1.4244955744
5,1.4244955733
2,1.4244955722
7,1.4244955711
4,1.42449557
0,1.4244955689
-2,1.4244955678
5,1.4244955667
4,1.4244955656
4,1.4244955645
3,1.4244955634
2,1.4244955623
2,1.4244955612
9,1.4244955601
6,1.424495559
6,1.4244955579
10,1.4244955568
6,1.4244955557
2,1.4244955546
0,1.4244955535
4,1.4244955524
2,1.4244955513
7,1.4244955502
5,1.4244955491
6,1.424495548
7,1.4244955469
8,1.4244955458
8,1.4244955447
5,1.4244955436
7,1.4244955425
5,1.4244955414
3,1.4244955403
3,1.4244955392
0,1.4244955381
2,1.424495537
3,1.4244955359
-2,1.4244955348
2,1.4244955337
5,1.4244955326
8,1.4244955315
6,1.4244955304
7,1.4244955293
6,1.4244955282
7,1.4244955271
5,1.424495526
7,1.4244955249
4,1.4244955238
5,1.4244955227
3,1.4244955216
4,1.4244955205
6,1.4244955194
0,1.4244955183
4,1.4244955172
-3,1.4244955161
0,1.424495515
6,1.4244955139
7,1.4244955128
